,language_id,id,cladesOrder,clade_id,iso_code,first_node_depth,proximate_node_depth,proximate_node_posterior_probability,ascii_name,utf8_name,description,earliestTimeDepthBound,latestTimeDepthBound,progress,author,foss_stat,glottocode,level0,level1,level2,level3,low_stat,representative,reviewer,rfcWebPath1,rfcWebPath2,soundcompcode,variety,sortRankInClade,sndCompLevel0,sndCompLevel1,sndCompLevel2,sndCompLevel3,entryTimeframe,originalAsciiName,historical,notInExport,distribution,logNormalMean,logNormalOffset,logNormalStDev,normalMean,normalStDev,uniformLower,uniformUpper,latitude,longitude,exampleLanguage,fragmentary,nativeScriptIsRtl,loc_justification
402,299,52022,1,2,gmh,4889,1100,0.68,MiddleHighGerman,Middle High German,,NA,NA,5,Matthew Boutilier,FALSE,midd1343,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,‘Dichtersprache’,52,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,750,25,NA,NA,48.783,9.183,FALSE,FALSE,FALSE,"Set on Stuttgart, a major city in the Swabian-speaking area, given that the ‘standardised’ written form of Middle High German (the ‘Dichtersprache’) was generalised from the spoken language of Swabian area."
401,299,52021,2,37,gmh,4889,1100,0.68,MiddleHighGerman,Middle High German,,NA,NA,5,Matthew Boutilier,FALSE,midd1343,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,‘Dichtersprache’,52,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,750,25,NA,NA,48.783,9.183,FALSE,FALSE,FALSE,"Set on Stuttgart, a major city in the Swabian-speaking area, given that the ‘standardised’ written form of Middle High German (the ‘Dichtersprache’) was generalised from the spoken language of Swabian area."
226,178,51844,2,23,xmn,5520,2200,1,MiddlePersian,Middle Persian,"Middle Persian as found in Manichaean texts from Central Asia, written in Manichaean script. In contrast to Zoroastrian ""Pahlavi"" writing reflects the actual phonology much better, and this variety also appears to be more strictly ""Persian"" (less loans from NW Iranian). Phonologization follows Durkin-Meisterernst and MacKenzie.",NA,NA,5,Martin Kümmel,FALSE,pahl1241,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,81,7,0,0,0,NA,Middle_Persian,TRUE,FALSE,N,NA,NA,NA,1600,150,NA,NA,29.93,52.89,FALSE,FALSE,FALSE,Site of Persian capital Persepolis
225,178,51843,3,33,xmn,6981,2200,1,MiddlePersian,Middle Persian,"Middle Persian as found in Manichaean texts from Central Asia, written in Manichaean script. In contrast to Zoroastrian ""Pahlavi"" writing reflects the actual phonology much better, and this variety also appears to be more strictly ""Persian"" (less loans from NW Iranian). Phonologization follows Durkin-Meisterernst and MacKenzie.",NA,NA,5,Martin Kümmel,FALSE,pahl1241,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,81,7,0,0,0,NA,Middle_Persian,TRUE,FALSE,N,NA,NA,NA,1600,150,NA,NA,29.93,52.89,FALSE,FALSE,FALSE,Site of Persian capital Persepolis
315,251,51892,3,11,hbs,3663,1400,0.39,MiddleSerboCroatChakavian,Middle Serbo-Croat: Čakavian,,NA,NA,5,Lechosław Jocz,FALSE,chak1265,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Čakavian,34,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,405,1,NA,NA,45.11,14,FALSE,FALSE,FALSE,
316,251,51893,2,12,hbs,3663,1400,0.39,MiddleSerboCroatChakavian,Middle Serbo-Croat: Čakavian,,NA,NA,5,Lechosław Jocz,FALSE,chak1265,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Čakavian,34,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,405,1,NA,NA,45.11,14,FALSE,FALSE,FALSE,
317,251,51894,1,45,hbs,3663,1400,0.39,MiddleSerboCroatChakavian,Middle Serbo-Croat: Čakavian,,NA,NA,5,Lechosław Jocz,FALSE,chak1265,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Čakavian,34,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,405,1,NA,NA,45.11,14,FALSE,FALSE,FALSE,
312,250,51895,3,11,kjv,3663,1400,0.39,MiddleSerboCroatKajkavian,Middle Serbo-Croat: Kajkavian,,NA,NA,5,Lechosław Jocz,FALSE,kajk1237,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Kajkavian,36,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,330,1,NA,NA,45.65,16.13,FALSE,FALSE,FALSE,
313,250,51896,2,12,kjv,3663,1400,0.39,MiddleSerboCroatKajkavian,Middle Serbo-Croat: Kajkavian,,NA,NA,5,Lechosław Jocz,FALSE,kajk1237,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Kajkavian,36,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,330,1,NA,NA,45.65,16.13,FALSE,FALSE,FALSE,
314,250,51897,1,45,kjv,3663,1400,0.39,MiddleSerboCroatKajkavian,Middle Serbo-Croat: Kajkavian,,NA,NA,5,Lechosław Jocz,FALSE,kajk1237,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Kajkavian,36,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,330,1,NA,NA,45.65,16.13,FALSE,FALSE,FALSE,
318,252,51889,3,11,hbs,3663,1400,0.39,MiddleSerboCroatShtokavian,Middle Serbo-Croat: Štokavian,,NA,NA,5,Lechosław Jocz,FALSE,shto1241,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Štokavian,32,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,351,1,NA,NA,43.86,18.41,FALSE,FALSE,FALSE,
319,252,51890,2,12,hbs,3663,1400,0.39,MiddleSerboCroatShtokavian,Middle Serbo-Croat: Štokavian,,NA,NA,5,Lechosław Jocz,FALSE,shto1241,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Štokavian,32,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,351,1,NA,NA,43.86,18.41,FALSE,FALSE,FALSE,
320,252,51891,1,45,hbs,3663,1400,0.39,MiddleSerboCroatShtokavian,Middle Serbo-Croat: Štokavian,,NA,NA,5,Lechosław Jocz,FALSE,shto1241,7,2,1,0,FALSE,FALSE,NA,,NA,NA,Štokavian,32,0,0,0,0,NA,,TRUE,TRUE,N,NA,NA,NA,351,1,NA,NA,43.86,18.41,FALSE,FALSE,FALSE,
298,239,52109,3,15,wlm,4889,950,0.84,MiddleWelsh,Middle Welsh,,850,550,5,Alexander Falileyev,FALSE,midd1363,10,2,1,0,FALSE,FALSE,NA,,NA,NA,,45,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,650,75,NA,NA,52.2,-3.6,FALSE,FALSE,FALSE,Approximate midway point between provenance of White Book of Rhydderch and Red Book of Hergest
299,239,52110,2,17,wlm,4889,950,0.84,MiddleWelsh,Middle Welsh,,850,550,5,Alexander Falileyev,FALSE,midd1363,10,2,1,0,FALSE,FALSE,NA,,NA,NA,,45,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,650,75,NA,NA,52.2,-3.6,FALSE,FALSE,FALSE,Approximate midway point between provenance of White Book of Rhydderch and Red Book of Hergest
300,239,52111,1,49,wlm,4889,950,0.84,MiddleWelsh,Middle Welsh,,850,550,5,Alexander Falileyev,FALSE,midd1363,10,2,1,0,FALSE,FALSE,NA,,NA,NA,,45,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,650,75,NA,NA,52.2,-3.6,FALSE,FALSE,FALSE,Approximate midway point between provenance of White Book of Rhydderch and Red Book of Hergest
424,311,52055,3,5,lmo,5564,300,1,Milanese,Milanese,"Milanese, specifically as spoken in Carugate.",NA,NA,0,Tiago Tresoldi,FALSE,mila1243,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Carugate (NE of Milan),48,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.55,9.333,FALSE,FALSE,FALSE,"Set on Carugate, in the north-eastern suburbs of Milan, the home town of the native speakers whose variety is targeted here."
426,311,52057,1,34,lmo,5564,300,1,Milanese,Milanese,"Milanese, specifically as spoken in Carugate.",NA,NA,0,Tiago Tresoldi,FALSE,mila1243,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Carugate (NE of Milan),48,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.55,9.333,FALSE,FALSE,FALSE,"Set on Carugate, in the north-eastern suburbs of Milan, the home town of the native speakers whose variety is targeted here."
425,311,52056,2,51,lmo,5564,300,1,Milanese,Milanese,"Milanese, specifically as spoken in Carugate.",NA,NA,0,Tiago Tresoldi,FALSE,mila1243,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Carugate (NE of Milan),48,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.55,9.333,FALSE,FALSE,FALSE,"Set on Carugate, in the north-eastern suburbs of Milan, the home town of the native speakers whose variety is targeted here."
213,173,51717,3,21,gmy,5310,3400,1,MycenaeanGreek,Greek: Mycenaean,Mycenaean Greek from Linear B sources.,NA,NA,5,Matthew Scarborough,FALSE,myce1241,3,1,0,0,FALSE,FALSE,NA,,NA,NA,,10,5,0,0,0,NA,Mycenaean_Greek,TRUE,FALSE,N,NA,NA,NA,3350,55,NA,NA,37.73,22.75,FALSE,FALSE,FALSE,"Archaeological Site of Mycenae. Other major archive centres were Knossos, Pylos, Tiryns, and Thebes."
214,173,51718,2,43,gmy,5310,3400,1,MycenaeanGreek,Greek: Mycenaean,Mycenaean Greek from Linear B sources.,NA,NA,5,Matthew Scarborough,FALSE,myce1241,3,1,0,0,FALSE,FALSE,NA,,NA,NA,,10,5,0,0,0,NA,Mycenaean_Greek,TRUE,FALSE,N,NA,NA,NA,3350,55,NA,NA,37.73,22.75,FALSE,FALSE,FALSE,"Archaeological Site of Mycenae. Other major archive centres were Knossos, Pylos, Tiryns, and Thebes."
231,189,52043,3,5,nap,5564,750,0.59,Neapolitan,Neapolitan,,NA,NA,5,Giovanni Abete,FALSE,neap1235,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,33,0,0,0,0,NA,Neapolitan,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.85,14.25,FALSE,FALSE,FALSE,Set in Naples.
233,189,52045,1,34,nap,5564,750,0.59,Neapolitan,Neapolitan,,NA,NA,5,Giovanni Abete,FALSE,neap1235,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,33,0,0,0,0,NA,Neapolitan,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.85,14.25,FALSE,FALSE,FALSE,Set in Naples.
232,189,52044,2,51,nap,5564,750,0.59,Neapolitan,Neapolitan,,NA,NA,5,Giovanni Abete,FALSE,neap1235,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,33,0,0,0,0,NA,Neapolitan,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.85,14.25,FALSE,FALSE,FALSE,Set in Naples.
74,51,51760,2,24,nep,5520,1400,0.49,Nepali,Nepali,"Nepali:  the official language of Nepal, as well as one of the 22 recognized languages of India, and an official language of the Indian state of Sikkim",NA,NA,5,Krzysztof Stroński,FALSE,east1436,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,55,8,0,0,0,NA,Nepali,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,27.717,85.323,FALSE,FALSE,FALSE,"Set at Kathmandu, the capital of the Federal Democratic Republic of Nepal and the major educational, cultural and literary centre for Nepali."
73,51,51759,3,33,nep,6981,1400,0.49,Nepali,Nepali,"Nepali:  the official language of Nepal, as well as one of the 22 recognized languages of India, and an official language of the Indian state of Sikkim",NA,NA,5,Krzysztof Stroński,FALSE,east1436,6,1,0,0,FALSE,FALSE,NA,,NA,NA,,55,8,0,0,0,NA,Nepali,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,27.717,85.323,FALSE,FALSE,FALSE,"Set at Kathmandu, the capital of the Federal Democratic Republic of Nepal and the major educational, cultural and literary centre for Nepali."
83,58,51965,3,1,nob,4889,50,1,NorwegianBokmal,Norwegian: Bokmål,,NA,NA,5,Steve Pepper & Jade Jørgen Sandstedt,FALSE,norw1259,8,2,1,0,FALSE,FALSE,NA,https://ordbok.uib.no/perl/ordbok.cgi?ant_bokmaal=5&ant_nynorsk=5&bokmaal=+&ordbok=bokmaal&OPP=+,NA,NA,Lexeme determinations based on majority usage in Urban East Norwegian. Phonemic and phonetic transcriptions correspond to present-day pronunciations in Western Oslo.,30,1,2,0,0,NA,Norwegian_Riksmal,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,59.914,10.718,FALSE,FALSE,FALSE,"Set on Oslo, since Bokmål was originally based on the ‘Dano-Norwegian’ spoken by the ‘urban elite’, especially in Oslo."
85,58,51967,1,3,nob,4889,50,1,NorwegianBokmal,Norwegian: Bokmål,,NA,NA,5,Steve Pepper & Jade Jørgen Sandstedt,FALSE,norw1259,8,2,1,0,FALSE,FALSE,NA,https://ordbok.uib.no/perl/ordbok.cgi?ant_bokmaal=5&ant_nynorsk=5&bokmaal=+&ordbok=bokmaal&OPP=+,NA,NA,Lexeme determinations based on majority usage in Urban East Norwegian. Phonemic and phonetic transcriptions correspond to present-day pronunciations in Western Oslo.,30,1,2,0,0,NA,Norwegian_Riksmal,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,59.914,10.718,FALSE,FALSE,FALSE,"Set on Oslo, since Bokmål was originally based on the ‘Dano-Norwegian’ spoken by the ‘urban elite’, especially in Oslo."
84,58,51966,2,37,nob,4889,50,1,NorwegianBokmal,Norwegian: Bokmål,,NA,NA,5,Steve Pepper & Jade Jørgen Sandstedt,FALSE,norw1259,8,2,1,0,FALSE,FALSE,NA,https://ordbok.uib.no/perl/ordbok.cgi?ant_bokmaal=5&ant_nynorsk=5&bokmaal=+&ordbok=bokmaal&OPP=+,NA,NA,Lexeme determinations based on majority usage in Urban East Norwegian. Phonemic and phonetic transcriptions correspond to present-day pronunciations in Western Oslo.,30,1,2,0,0,NA,Norwegian_Riksmal,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,59.914,10.718,FALSE,FALSE,FALSE,"Set on Oslo, since Bokmål was originally based on the ‘Dano-Norwegian’ spoken by the ‘urban elite’, especially in Oslo."
414,304,51968,3,1,nno,4889,50,1,NorwegianNynorsk,Norwegian: Nynorsk,,NA,NA,4,Jade Jørgen Sandstedt & Unn Røyneland,FALSE,norw1262,8,2,1,0,FALSE,FALSE,NA,https://ordbok.uib.no/perl/ordbok.cgi?ant_bokmaal=5&ant_nynorsk=5&nynorsk=+&ordbok=nynorsk&OPP=+,NA,NA,"Norwegian Nynorsk, with lexeme determinations based on majority usage. Phonemic and phonetic transcriptions based on normed (non-regional) Nynorsk speech.",32,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,61.18,6.59,FALSE,FALSE,FALSE,"Set in Western Norway, representing the area with majority Nynorsk usage. Nynorsk is a non-regional written language, constructed to represent fundamental historical commonalities across Norwegian dialects."
416,304,51970,1,3,nno,4889,50,1,NorwegianNynorsk,Norwegian: Nynorsk,,NA,NA,4,Jade Jørgen Sandstedt & Unn Røyneland,FALSE,norw1262,8,2,1,0,FALSE,FALSE,NA,https://ordbok.uib.no/perl/ordbok.cgi?ant_bokmaal=5&ant_nynorsk=5&nynorsk=+&ordbok=nynorsk&OPP=+,NA,NA,"Norwegian Nynorsk, with lexeme determinations based on majority usage. Phonemic and phonetic transcriptions based on normed (non-regional) Nynorsk speech.",32,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,61.18,6.59,FALSE,FALSE,FALSE,"Set in Western Norway, representing the area with majority Nynorsk usage. Nynorsk is a non-regional written language, constructed to represent fundamental historical commonalities across Norwegian dialects."
415,304,51969,2,37,nno,4889,50,1,NorwegianNynorsk,Norwegian: Nynorsk,,NA,NA,4,Jade Jørgen Sandstedt & Unn Røyneland,FALSE,norw1262,8,2,1,0,FALSE,FALSE,NA,https://ordbok.uib.no/perl/ordbok.cgi?ant_bokmaal=5&ant_nynorsk=5&nynorsk=+&ordbok=nynorsk&OPP=+,NA,NA,"Norwegian Nynorsk, with lexeme determinations based on majority usage. Phonemic and phonetic transcriptions based on normed (non-regional) Nynorsk speech.",32,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,61.18,6.59,FALSE,FALSE,FALSE,"Set in Western Norway, representing the area with majority Nynorsk usage. Nynorsk is a non-regional written language, constructed to represent fundamental historical commonalities across Norwegian dialects."
223,177,51721,3,21,grc,5310,2050,0.94,NTGreek,Greek: New Testament,Strictly confined to the variety of Roman-period koiné Greek that is attested in the New Testament corpus.  Other varieties of Jewish koiné Greek (e.g. in the Septuagint translation of the Hebrew scriptures) are not included.,NA,NA,5,Matthew Scarborough,FALSE,koin1234,3,1,0,0,FALSE,FALSE,NA,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=,NA,NA,,30,5,0,0,0,NA,NT_Greek,TRUE,FALSE,N,NA,NA,NA,1900,20,NA,NA,31.77,35.21,FALSE,FALSE,FALSE,Site of Jerusalem in Roman Palestine.
224,177,51722,2,43,grc,5310,2050,0.94,NTGreek,Greek: New Testament,Strictly confined to the variety of Roman-period koiné Greek that is attested in the New Testament corpus.  Other varieties of Jewish koiné Greek (e.g. in the Septuagint translation of the Hebrew scriptures) are not included.,NA,NA,5,Matthew Scarborough,FALSE,koin1234,3,1,0,0,FALSE,FALSE,NA,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=,NA,NA,,30,5,0,0,0,NA,NT_Greek,TRUE,FALSE,N,NA,NA,NA,1900,20,NA,NA,31.77,35.21,FALSE,FALSE,FALSE,Site of Jerusalem in Roman Palestine.
197,148,52121,3,15,obt,4889,1500,0.97,OldBreton,Old Breton,,1200,900,5,Britta Irslinger,FALSE,oldb1248,10,2,3,0,FALSE,FALSE,NA,,NA,NA,,10,4,2,0,0,NA,Old_Breton,TRUE,FALSE,N,NA,NA,NA,1050,75,NA,NA,48,-2.8,FALSE,FALSE,FALSE,Set at approximate midway point between Lomarec and Gomené inscriptions
198,148,52122,2,17,obt,4889,1500,0.97,OldBreton,Old Breton,,1200,900,5,Britta Irslinger,FALSE,oldb1248,10,2,3,0,FALSE,FALSE,NA,,NA,NA,,10,4,2,0,0,NA,Old_Breton,TRUE,FALSE,N,NA,NA,NA,1050,75,NA,NA,48,-2.8,FALSE,FALSE,FALSE,Set at approximate midway point between Lomarec and Gomené inscriptions
199,148,52123,1,48,obt,4889,1500,0.97,OldBreton,Old Breton,,1200,900,5,Britta Irslinger,FALSE,oldb1248,10,2,3,0,FALSE,FALSE,NA,,NA,NA,,10,4,2,0,0,NA,Old_Breton,TRUE,FALSE,N,NA,NA,NA,1050,75,NA,NA,48,-2.8,FALSE,FALSE,FALSE,Set at approximate midway point between Lomarec and Gomené inscriptions
378,289,52082,3,5,cat,5564,850,1,OldCatalan,Old Catalan,,NA,NA,5,Maria-Reina Bastardas,FALSE,oldc1251,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,72,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,750,25,NA,NA,41.38,1.08,FALSE,FALSE,FALSE,"Set on the monastery of Poblet, where the abbot commissioned the Catalan version of the Llibre dels Fets, the primary source material for the IE-CoR entries for Old Catalan."
380,289,52084,1,34,cat,5564,850,1,OldCatalan,Old Catalan,,NA,NA,5,Maria-Reina Bastardas,FALSE,oldc1251,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,72,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,750,25,NA,NA,41.38,1.08,FALSE,FALSE,FALSE,"Set on the monastery of Poblet, where the abbot commissioned the Catalan version of the Llibre dels Fets, the primary source material for the IE-CoR entries for Old Catalan."
379,289,52083,2,51,cat,5564,850,1,OldCatalan,Old Catalan,,NA,NA,5,Maria-Reina Bastardas,FALSE,oldc1251,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,72,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,750,25,NA,NA,41.38,1.08,FALSE,FALSE,FALSE,"Set on the monastery of Poblet, where the abbot commissioned the Catalan version of the Llibre dels Fets, the primary source material for the IE-CoR entries for Old Catalan."
133,100,51871,3,11,chu,3663,1400,0.45,OldChurchSlavonic,Old Church Slavonic,Old Church Slavonic as documented in the texts of the strict canon (manuscripts from the 10th and 11th centuries AD),NA,NA,5,Lechosław Jocz,FALSE,chur1257,7,2,1,0,FALSE,TRUE,NA,,NA,NA,Old Church Slavonic sensu stricto,10,3,3,0,0,NA,Old_Church_Slavonic,TRUE,FALSE,N,NA,NA,NA,1000,50,NA,NA,40.65,22.9,FALSE,FALSE,FALSE,"Set on Thessaloniki (Greece), the hometown of Saints Cyril and Methodius, the creators of Old Church Slavonic as a written language."
134,100,51872,2,12,chu,3663,1400,0.45,OldChurchSlavonic,Old Church Slavonic,Old Church Slavonic as documented in the texts of the strict canon (manuscripts from the 10th and 11th centuries AD),NA,NA,5,Lechosław Jocz,FALSE,chur1257,7,2,1,0,FALSE,TRUE,NA,,NA,NA,Old Church Slavonic sensu stricto,10,3,3,0,0,NA,Old_Church_Slavonic,TRUE,FALSE,N,NA,NA,NA,1000,50,NA,NA,40.65,22.9,FALSE,FALSE,FALSE,"Set on Thessaloniki (Greece), the hometown of Saints Cyril and Methodius, the creators of Old Church Slavonic as a written language."
135,100,51873,1,45,chu,3663,1400,0.45,OldChurchSlavonic,Old Church Slavonic,Old Church Slavonic as documented in the texts of the strict canon (manuscripts from the 10th and 11th centuries AD),NA,NA,5,Lechosław Jocz,FALSE,chur1257,7,2,1,0,FALSE,TRUE,NA,,NA,NA,Old Church Slavonic sensu stricto,10,3,3,0,0,NA,Old_Church_Slavonic,TRUE,FALSE,N,NA,NA,NA,1000,50,NA,NA,40.65,22.9,FALSE,FALSE,FALSE,"Set on Thessaloniki (Greece), the hometown of Saints Cyril and Methodius, the creators of Old Church Slavonic as a written language."
303,243,51922,3,11,ces,3663,800,1,OldCzech,Old Czech,Old Czech as documented in dictionaries and corpora published at http://vokabular.ujc.cas.cz,NA,NA,5,Lechosław Jocz,FALSE,czec1258,7,2,2,0,FALSE,FALSE,NA,,NA,NA,,84,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,656,31,NA,NA,50.09,14.42,FALSE,FALSE,FALSE,"Set on Prague, as the capital of historical Bohemia"
304,243,51923,2,12,ces,3663,800,1,OldCzech,Old Czech,Old Czech as documented in dictionaries and corpora published at http://vokabular.ujc.cas.cz,NA,NA,5,Lechosław Jocz,FALSE,czec1258,7,2,2,0,FALSE,FALSE,NA,,NA,NA,,84,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,656,31,NA,NA,50.09,14.42,FALSE,FALSE,FALSE,"Set on Prague, as the capital of historical Bohemia"
305,243,51924,1,46,ces,3663,800,1,OldCzech,Old Czech,Old Czech as documented in dictionaries and corpora published at http://vokabular.ujc.cas.cz,NA,NA,5,Lechosław Jocz,FALSE,czec1258,7,2,2,0,FALSE,FALSE,NA,,NA,NA,,84,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,656,31,NA,NA,50.09,14.42,FALSE,FALSE,FALSE,"Set on Prague, as the capital of historical Bohemia"
397,298,51993,3,1,ang,4889,1250,1,OldEnglish,Old English,,NA,NA,5,Matthew Boutilier,FALSE,olde1238,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,West Saxon dialect of Old English,10,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,1050,50,NA,NA,51.06,-1.33,FALSE,FALSE,FALSE,"Set on Winchester, as the reference point for the best documented dialect of Old English, sometimes even referred to as the ""Winchester standard""."
399,298,51995,1,2,ang,4889,1250,1,OldEnglish,Old English,,NA,NA,5,Matthew Boutilier,FALSE,olde1238,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,West Saxon dialect of Old English,10,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,1050,50,NA,NA,51.06,-1.33,FALSE,FALSE,FALSE,"Set on Winchester, as the reference point for the best documented dialect of Old English, sometimes even referred to as the ""Winchester standard""."
398,298,51994,2,37,ang,4889,1250,1,OldEnglish,Old English,,NA,NA,5,Matthew Boutilier,FALSE,olde1238,8,2,2,NA,FALSE,FALSE,NA,,NA,NA,West Saxon dialect of Old English,10,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,1050,50,NA,NA,51.06,-1.33,FALSE,FALSE,FALSE,"Set on Winchester, as the reference point for the best documented dialect of Old English, sometimes even referred to as the ""Winchester standard""."
129,99,51989,3,1,ang,4889,1250,1,OldEnglishLegacy,Old_English_Legacy,Late West Saxon Old English,NA,NA,5,Martin Findell,FALSE,olde1238,8,2,2,1,FALSE,FALSE,NA,,NA,NA,,61,1,1,0,0,NA,Old_English,TRUE,TRUE,N,NA,NA,NA,1050,50,NA,NA,51.06,-1.33,FALSE,FALSE,FALSE,
131,99,51991,1,2,ang,4889,1250,1,OldEnglishLegacy,Old_English_Legacy,Late West Saxon Old English,NA,NA,5,Martin Findell,FALSE,olde1238,8,2,2,1,FALSE,FALSE,NA,,NA,NA,,61,1,1,0,0,NA,Old_English,TRUE,TRUE,N,NA,NA,NA,1050,50,NA,NA,51.06,-1.33,FALSE,FALSE,FALSE,
130,99,51990,2,37,ang,4889,1250,1,OldEnglishLegacy,Old_English_Legacy,Late West Saxon Old English,NA,NA,5,Martin Findell,FALSE,olde1238,8,2,2,1,FALSE,FALSE,NA,,NA,NA,,61,1,1,0,0,NA,Old_English,TRUE,TRUE,N,NA,NA,NA,1050,50,NA,NA,51.06,-1.33,FALSE,FALSE,FALSE,
132,99,51992,0,40,ang,4889,1250,1,OldEnglishLegacy,Old_English_Legacy,Late West Saxon Old English,NA,NA,5,Martin Findell,FALSE,olde1238,8,2,2,1,FALSE,FALSE,NA,,NA,NA,,61,1,1,0,0,NA,Old_English,TRUE,TRUE,N,NA,NA,NA,1050,50,NA,NA,51.06,-1.33,FALSE,FALSE,FALSE,
252,209,52064,3,5,fro,5564,600,0.98,OldFrench,Old French,,1158,650,5,Sabine Tittel,FALSE,oldf1239,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,60,0,0,0,0,NA,Old_French,TRUE,TRUE,N,NA,NA,NA,900,150,NA,NA,48.85,2.35,FALSE,FALSE,FALSE,"Set in Paris, cultural and political centre of the area in which Old French was spoken."
254,209,52066,1,34,fro,5564,600,0.98,OldFrench,Old French,,1158,650,5,Sabine Tittel,FALSE,oldf1239,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,60,0,0,0,0,NA,Old_French,TRUE,TRUE,N,NA,NA,NA,900,150,NA,NA,48.85,2.35,FALSE,FALSE,FALSE,"Set in Paris, cultural and political centre of the area in which Old French was spoken."
253,209,52065,2,51,fro,5564,600,0.98,OldFrench,Old French,,1158,650,5,Sabine Tittel,FALSE,oldf1239,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,60,0,0,0,0,NA,Old_French,TRUE,TRUE,N,NA,NA,NA,900,150,NA,NA,48.85,2.35,FALSE,FALSE,FALSE,"Set in Paris, cultural and political centre of the area in which Old French was spoken."
